,Synset,Hypernym
15975,жимолость.n.2,кустарник.n.1
15976,морошка.n.2,ягодная культура.n.1
15977,морошка.n.2,травянистое растение.n.1
15978,облепиха.n.2,ягода.n.1
15979,рябина.n.2,ягода.n.1
15980,шиповник.n.2,ягода.n.1
15981,шиповник.n.2,лекарственное растительное сырье.n.1
15982,патиссон.n.2,тыквенные.n.1
15983,огурец.n.2,тыквенные.n.1
15984,помидор.n.2,овощная культура.n.1
15985,стручковый перец.n.2,овощная культура.n.1
15986,плодово-ягодная продукция.n.1,плодоовощная продукция.n.1
15987,дыня.n.2,бахчевая культура.n.1
15988,клубника.n.2,ягодная культура.n.1
15989,черная смородина.n.1,смородина.n.2
15990,черная смородина.n.2,ягода.n.1
15991,черная смородина.n.2,смородина.n.1
15992,брусника.n.2,ягодная культура.n.1
15993,брусника.n.2,кустарник.n.1
15994,зеленый лук.n.1,лук.n.1
15995,кочанная капуста.n.1,капустная культура.n.1
15996,хрен.n.1,приправа.n.1
15997,принудительное изъятие имущества.n.1,принудить.n.1
15998,принудительное изъятие имущества.n.1,изъять.n.1
15999,распоряжение имуществом.n.1,распоряжаться.n.1
16000,распоряжение имуществом.n.1,имущественные отношения.n.1
16001,американист.n.1,научный работник.n.1
16002,владикавказцы.n.1,житель города.n.1
16003,распоряжение правом.n.1,поступок человека.n.1
16004,комиссионные услуги.n.1,посредническая деятельность.n.1
16005,пастильное изделие.n.1,кондитерское изделие.n.1
16006,пассажирское транспортное средство.n.1,транспортное средство.n.1
16007,грузовое транспортное средство.n.1,транспортное средство.n.1
16008,чрезвычайный режим.n.1,правовой режим.n.1
16009,статус-кво.n.1,обстоятельства.n.1
16010,статус-кво.n.1,реалии.n.1
16011,вскрыться.n.1,лопнуть.n.1
16012,вскрыться.n.1,прорваться.n.1
16013,прорваться.n.1,разрушиться физически.n.1
16014,доследственная проверка.n.1,проверить.n.1
16015,карамель.n.1,продукты питания.n.1
16016,наследодатель.n.1,умершее лицо.n.1
16017,перевалка нефти.n.1,перевалочные работы.n.1
16018,перевалочные работы.n.1,перегрузочные работы.n.1
16019,перевалочный комплекс.n.1,грузовой терминал.n.1
16020,перегрузочные работы.n.1,переместить.n.1
16021,перегрузочные работы.n.1,погрузоразгрузочные работы.n.1
16022,малайзийцы.n.1,малайцы.n.1
16023,малайзийцы.n.1,население государства.n.1
16024,малахитовый цвет.n.1,зеленый цвет.n.1
16025,подтверждение соответствия.n.1,подтвердить.n.1
16026,конфликт интересов.n.1,противоречить.n.1
16027,предпродажная подготовка.n.1,подготовить для использования.n.1
16028,подключиться к системе.n.1,присоединиться.n.1
16029,послевкусие.n.1,вкус.n.1
16030,игровое действие.n.1,поступок человека.n.1
16031,прессинг.n.1,игровое действие.n.1
16032,попечитель.n.1,благотворитель.n.1
16033,попечительская деятельность.n.1,помощь.n.1
16034,афиняне.n.1,житель города.n.1
16035,пословный перевод.n.1,перевод на другой язык.n.1
16036,переход права требования.n.1,перемена лиц в обязательстве.n.1
16037,рельсовый путь.n.1,пути сообщения.n.1
16038,культурно-зрелищное мероприятие.n.1,мероприятие.n.1
16039,заправка топливом.n.1,заправка технического устройства.n.1
16040,временный работник.n.1,работник.n.1
16041,парламентаризм.n.1,форма правления.n.1
16042,генерал-губернатор.n.1,политический деятель.n.1
16043,реалист.n.1,человек.n.1
16044,непродуктивный.n.1,бесполезный.n.1
16045,непродуктивный.n.1,неэффективный.n.1
16046,страна.n.1,место.n.1
16047,интернет-аудитория.n.1,аудитория.n.1
16048,разведение животных.n.1,развести.n.1
16049,заводчик.n.1,предприниматель.n.1
16050,защитная одежда.n.1,одежда.n.1
16051,защитная одежда.n.1,защитное снаряжение.n.1
16052,токарные работы.n.1,изготовить.n.1
16053,токарные работы.n.1,обрабатывать.n.1
16054,токарные работы.n.1,обточить.n.1
16055,токарные работы.n.1,механическая обработка.n.1
16056,купальня.n.1,сооружение.n.1
16057,управляющий имуществом.n.1,субъект деятельности.n.1
16058,управление государственным имуществом.n.1,распоряжение имуществом.n.1
16059,пассажироперевозчик.n.1,перевозчик.n.1
16060,исчисление и уплата налога.n.1,вычислить.n.2
16061,исчисление и уплата налога.n.1,платить.n.1
16062,исчисление и уплата налога.n.1,обложить.n.3
16063,моноблок.n.1,техническое устройство.n.1
16064,законный представитель.n.1,представитель интересов.n.1
16065,попечительство.n.1,правовая защита.n.1
16066,попечительство.n.1,опека и попечительство.n.1
16067,попечитель.n.2,законный представитель.n.1
16068,отдел абонемента.n.1,отдел организации.n.1
16069,выдача книг на дом.n.1,выдать.n.2
16070,выдача книг на дом.n.1,библиотечное обслуживание.n.1
16071,привод автомобиля.n.1,привод.n.1
16072,привод автомобиля.n.1,автомобильное оборудование.n.1
16073,передний привод.n.1,привод автомобиля.n.1
16074,полный привод.n.1,привод автомобиля.n.1
16075,задний привод.n.1,привод автомобиля.n.1
16076,буддистская ступа.n.1,культовое сооружение.n.1
16077,повременная оплата услуг.n.1,оплата услуг.n.1
16078,военнообязанный запаса.n.1,военнообязанный.n.1
16079,работник профсоюза.n.1,член профсоюза.n.1
16080,работник профсоюза.n.1,работник.n.1
16081,пересечь при движении.n.1,движение.n.1
16082,пересечь при движении.n.1,преодолеть.n.1
16083,донорство крови.n.1,донорство.n.1
16084,твердый переплет.n.1,переплет книги.n.1
16085,взломать защиту.n.1,преодолеть.n.1
16086,компьютерная атака.n.1,взломать защиту.n.1
16087,тепловидение.n.1,визуализация.n.1
16088,степень родства.n.1,степень.n.1
16089,иностранный заказчик.n.1,заказчик.n.1
16090,иностранный заказчик.n.1,иностранное юридическое лицо.n.1
16091,иностранный заказчик.n.1,иностранный покупатель.n.1
16092,иностранный заказчик.n.1,корпоративный клиент.n.1
16093,малотоннажный груз.n.1,груз для перевозки.n.1
16094,крупнотоннажный груз.n.1,груз для перевозки.n.1
16095,фотообъектив.n.1,съемочный объектив.n.1
16096,актуарные расчеты.n.1,оценить.n.3
16097,актуарные расчеты.n.1,расчеты.n.1
16098,актуарий.n.1,субъект деятельности.n.1
16099,палитра для красок.n.1,приспособление.n.1
16100,палитра для красок.n.1,пластина.n.1
16101,библеистика.n.1,религиоведение.n.1
16102,рекапитализация.n.1,реструктуризация.n.1
16103,водонагреватель.n.1,нагревательный прибор.n.1
16104,орган местного самоуправления.n.1,орган власти.n.1
16105,багажное отделение.n.1,отделение.n.2
16106,багажное отделение.n.1,багажник.n.1
16107,токарь-расточник.n.1,токарь.n.1
16108,расточный станок.n.1,токарный станок.n.1
16109,концерт.n.1,музыкальное представление.n.1
16110,благотворительное представление.n.1,представление.n.2
16111,благотворительное представление.n.1,благотворительность.n.1
16112,публичное исполнение.n.1,представление.n.2
16113,публичное исполнение.n.1,выступить.n.1
16114,орловцы.n.1,житель города.n.1
16115,биологический симбиоз.n.1,физиологический процесс.n.1
16116,биологический симбиоз.n.1,симбиоз.n.1
16117,профессиональная пригодность.n.1,годный.n.1
16118,партийный аппарат.n.1,аппарат организации.n.1
16119,мотокросс.n.1,мотоциклетные гонки.n.1
16120,мотокросс.n.1,гонки по пересеченной местности.n.1
16121,назначенец.n.1,должностное лицо.n.1
16122,исполнительный орган юридического лица.n.1,руководящий орган.n.1
16123,дирекция.n.2,исполнительный орган юридического лица.n.1
16124,профессиональное переобучение.n.1,профессиональная переподготовка.n.1
16125,высчитать.n.1,уменьшить.n.1
16126,автомобильный магазин.n.1,магазин.n.1
16127,кировчане.n.1,житель города.n.1
16128,наземный пешеходный переход.n.1,пешеходный переход.n.1
16129,программка представления.n.1,лист бумаги.n.1
16130,имплантант.n.1,медицинская продукция.n.1
16131,пилотируемый космический полет.n.1,космический полет.n.1
16132,течь сплошной массой.n.1,движение.n.1
16133,обтечь.n.1,движение.n.1
16134,обтечь.n.1,течь сплошной массой.n.1
16135,сумма удержания.n.1,сумма вычета.n.1
16136,пианизм.n.1,музыкальное искусство.n.1
16137,пианизм.n.1,исполнительское искусство.n.1
16138,мениск коленного сустава.n.1,хрящ.n.1
16139,приобретатель.n.1,получатель.n.1
16140,выгодоприобретатель.n.1,приобретатель.n.1
16141,получатель перевода.n.1,получатель платежа.n.1
16142,партийный актив.n.1,актив.n.1
16143,информатор.n.1,техническое устройство.n.1
16144,информатор.n.1,электронное оборудование.n.1
16145,перерыв рабочего дня.n.1,время для отдыха.n.1
16146,обеденный перерыв.n.1,перерыв рабочего дня.n.1
16147,наркотизация.n.1,наркоситуация.n.1
16148,наркотизация.n.1,распространение в обществе.n.1
16149,безвозмездная передача.n.1,дать.n.1
16150,безвозмездная передача.n.1,передача имущественных прав.n.1
16151,рабочая поверхность утюга.n.1,плоскость.n.1
16152,опустошить.n.1,разрушить физически.n.1
16153,опустошить.n.1,разорить.n.1
16154,обнулить.n.1,очистить от присутствия.n.1
16155,биологически активные добавки.n.1,пищевые добавки.n.1
16156,биологически активные добавки.n.1,парафармацевтическая продукция.n.1
16157,биологически активные добавки.n.1,биологически активное вещество.n.1
16158,пищевой ароматизатор.n.1,пищевые добавки.n.1
16159,пищевой ароматизатор.n.1,ароматическое вещество.n.1
16160,планировочная техника.n.1,землеройная техника.n.1
16161,привратник желудка.n.1,клапан.n.1
16162,фитопланктон.n.1,планктон.n.1
16163,фитопланктон.n.1,морские водоросли.n.1
16164,зоопланктон.n.1,планктон.n.1
16165,зоопланктон.n.1,водное животное.n.1
16166,косметическая операция.n.1,пластическая операция.n.1
16167,косметическая хирургия.n.1,пластическая хирургия.n.1
16168,фальшивое исполнение.n.1,ошибиться.n.1
16169,фальшивое исполнение.n.1,музыкальное исполнение.n.1
16170,театральный задник.n.1,декорация.n.1
16171,концертный зал.n.1,зрительный зал.n.1
16172,концертный зал.n.1,здание социально-культурного назначения.n.1
16173,сонник.n.1,сборник.n.1
16174,станок для бритья.n.1,бритвенный прибор.n.1
16175,станок для бритья.n.1,бритвенные принадлежности.n.1
16176,идеалист.n.2,последователь.n.1
16177,шоппинг.n.1,покупка.n.2
16178,летучая мышь-вампир.n.1,летучая мышь.n.1
16179,летучая мышь-вампир.n.1,кровосос.n.1
16180,угонщик автомобиля.n.1,угонщик.n.1
16181,бутилированная вода.n.1,питьевая вода.n.1
16182,дождевая вода.n.1,пресная вода.n.1
16183,клавиша музыкального инструмента.n.1,клавиша.n.1
16184,звонарь.n.1,церковнослужитель.n.1
16185,княжение.n.1,править.n.1
16186,обнажиться.n.1,раздеться.n.1
16187,обнажиться.n.1,обнажить.n.1
16188,монашеское послушание.n.1,обязанность.n.1
16189,монашеское послушание.n.1,слушать.n.2
16190,монашеское послушание.n.1,работы.n.1
16191,период между войнами.n.1,исторический период.n.1
16192,землеройные работы.n.1,копать яму.n.1
16193,землеройные работы.n.1,работы.n.1
16194,землеройные работы.n.1,строительные работы.n.1
16195,перенасытить.n.1,насытить.n.2
16196,инжектор.n.1,насос.n.1
16197,модельщик.n.1,рабочий.n.1
16198,посудомойщица.n.1,мойщик.n.1
16199,фетва.n.1,постановление.n.1
16200,шейный платок.n.1,платок.n.1
16201,хиджаб.n.1,головной платок.n.1
16202,хиджаб.n.1,мусульманский головной убор.n.1
16203,кабельщик-спайщик.n.1,кабельщик.n.1
16204,кабельщик-спайщик.n.1,работник связи.n.1
16205,синтепон.n.1,синтетические материалы.n.1
16206,одноклеточный организм.n.1,микроорганизм.n.1
16207,площадь помещения.n.1,площадь.n.1
16208,обязательные платежи.n.1,платить.n.1
16209,самообеспечение.n.1,обеспечить.n.1
16210,судоремонтник.n.1,ремонтник.n.1
16211,зороастризм.n.1,политеизм.n.1
16212,кипеть оживленно.n.1,происходящая сущность.n.1
16213,карьероуправление.n.1,добывающее предприятие.n.1
16214,игра на мизере.n.1,игровое действие.n.1
16215,египтология.n.1,исторические науки.n.1
16216,египтолог.n.1,историк.n.1
16217,дноуглубительные работы.n.1,углубить.n.2
16218,дноуглубительные работы.n.1,землеройные работы.n.1
16219,дноуглубительные работы.n.1,землечерпательные работы.n.1
16220,форма обучения.n.1,обучение.n.1
16221,аудиоплейер.n.1,плейер.n.1
16222,аудиоплейер.n.1,звуковоспроизводящая аппаратура.n.1
16223,видеоплейер.n.1,плейер.n.1
16224,видеоплейер.n.1,видеотехника.n.1
16225,видеоплейер.n.1,видеомагнитофон.n.1
16226,кассетный плейер.n.1,плейер.n.1
16227,моторостроительное предприятие.n.1,машиностроительное предприятие.n.1
16228,кинопродюсер.n.1,продюсер.n.1
16229,колумнист.n.1,обозреватель.n.1
16230,заграничная поездка.n.1,поездка.n.1
16231,заграничная поездка.n.1,выезд за рубеж.n.1
16232,лавировать.n.2,приспособиться.n.1
16233,опрыскиватель.n.1,техническое устройство.n.1
16234,гидравлический привод.n.1,привод.n.1
16235,гидравлический привод.n.1,гидравлическое оборудование.n.1
16236,истончиться.n.1,уменьшиться.n.1
16237,налог на доходы.n.1,прямой налог.n.1
16238,танцплощадка.n.1,площадка.n.1
16239,театральная постановка.n.1,представление.n.2
16240,онлайновый режим.n.1,режим реального времени.n.1
16241,онлайновый режим.n.1,компьютерная технология.n.1
16242,пол-литра.n.1,единица объема.n.1
16243,сестренка.n.1,обращение к женщине.n.1
16244,хламидиоз.n.1,гинекологическая патология.n.1
16245,хламидиоз.n.1,заболевание.n.1
16246,хламидиоз.n.1,болезни мочеполовой системы.n.1
16247,хламидиоз.n.1,бактериальная болезнь.n.1
16248,хламидия.n.1,бактерия.n.1
16249,минный трал.n.1,военная продукция.n.1
16250,недержание мочи.n.1,мочевыделение.n.1
16251,недержание мочи.n.1,клинический симптом.n.1
16252,тумблер.n.1,переключатель.n.1
16253,пломбировочное устройство.n.1,щипцы.n.1
16254,водный раствор.n.1,раствор.n.2
16255,антифриз.n.1,водный раствор.n.1
16256,асфальтоукладчик.n.1,дорожно-строительная техника.n.1
16257,фавор.n.1,покровительство.n.1
16258,укоренение растения.n.1,врасти внутрь.n.1
16259,буровзрывные работы.n.1,взрывные работы.n.1
16260,буровзрывные работы.n.1,буровые работы.n.1
16261,крупногабаритный.n.1,большой.n.1
16262,драже.n.1,твердая лекарственная форма.n.1
16263,медиа-холдинг.n.1,холдинговая компания.n.1
16264,водопроводный смеситель.n.1,смеситель.n.1
16265,кальян.n.1,приспособление.n.1
16266,секс-символ.n.1,известный человек.n.1
16267,накопительство.n.1,сильное желание.n.1
16268,накопительство.n.1,копить.n.1
16269,ожирение.n.1,толстый.n.1
16270,ожирение.n.1,клинический симптом.n.1
16271,закольцевать.n.1,замкнуть.n.1
16272,документалистика.n.1,искусство.n.1
16273,хазарейцы.n.1,этнические народы.n.1
16274,хазарейцы.n.1,афганцы.n.1
16275,синергетика.n.1,научная школа.n.1
16276,владимирцы.n.1,житель города.n.1
16277,парламент швеции.n.1,высший орган законодательной власти.n.1
16278,косметичка.n.1,сумка для ношения.n.1
16279,лауреат премии оскар.n.1,лауреат.n.1
16280,танкостроение.n.1,производство вооружений.n.1
16281,испытательный прогон.n.1,испытать.n.1
16282,расконсервировать.n.1,возобновить.n.1
16283,расконсервировать.n.2,обуславливать.n.1
16284,амбра.n.1,ароматическое вещество.n.1
16285,видеокарта.n.1,карта расширения.n.1
16286,кокер-спаниель.n.1,спаниель.n.1
16287,тележурналистика.n.1,журналистика.n.1
16288,радиожурналистика.n.1,журналистика.n.1
16289,люрекс.n.1,нить.n.1
16290,литературный институт.n.1,учебный институт.n.1
16291,стиль соул.n.1,музыкальный стиль.n.1
16292,южноафриканцы.n.1,население государства.n.1
16293,счет ностро.n.1,корреспондентский счет.n.1
16294,счет лоро.n.1,корреспондентский счет.n.1
16295,пресноводная губка.n.1,губка.n.1
16296,пресноводная губка.n.1,пресноводное животное.n.1
16297,заварить отверстие.n.1,заделать отверстие.n.1
16298,заварить отверстие.n.1,сварочные работы.n.1
16299,екатеринбуржцы.n.1,житель города.n.1
16300,радиоразведка.n.1,электронная разведка.n.1
16301,страхование автомобилей от ущерба и угона.n.1,страхование автомобилей.n.1
16302,страхование автомобилей от ущерба и угона.n.1,страхование ущерба и угона.n.1
16303,страхование ущерба и угона.n.1,страхование транспортного средства.n.1
16304,разогнать.n.1,ускорить движение.n.1
16305,неореализм.n.1,стиль в искусстве.n.1
16306,телемагазин.n.1,телевизионная передача.n.1
16307,радиовзрыватель.n.1,взрыватель.n.1
16308,соблазнитель.n.1,человек по роли.n.1
16309,соблазнитель.n.1,человек.n.1
16310,биржевой трейдер.n.1,участник.n.1
16311,сыворотка крови.n.1,жидкость в организме.n.1
16312,областной комитет.n.1,комитет.n.1
16313,электрический щит.n.1,щит приборов.n.1
16314,незаслуженный.n.1,несправедливый.n.1
16315,самовыдвижение.n.1,выдвижение кандидата на выборах.n.1
16316,произведение искусства.n.1,произведение.n.1
16317,бакалавриат.n.1,высшее учебное заведение.n.1
16318,ревальвация валюты.n.1,денежная реформа.n.1
16319,постные дни.n.1,период времени.n.1
16320,великий пост.n.1,постные дни.n.1
16321,байкер.n.1,мотоциклист.n.1
16322,государственное испытание.n.1,испытать.n.1
16323,джойстик.n.1,рычаг управления.n.1
16324,джойстик.n.1,устройство управления курсором.n.1
16325,устройство управления курсором.n.1,устройство управления.n.1
16326,устройство управления курсором.n.1,устройство ввода.n.1
16327,лечебник.n.1,сборник.n.1
16328,лечебник.n.1,книга.n.2
16329,жертвенник.n.2,место в пространстве.n.1
16330,федеральный законодательный орган.n.1,федеральный орган государственной власти.n.1
16331,федеральный законодательный орган.n.1,высший орган законодательной власти.n.1
16332,высший орган государственной власти.n.1,орган государственной власти.n.1
16333,высший орган исполнительной власти.n.1,высший орган государственной власти.n.1
16334,высший орган исполнительной власти.n.1,орган исполнительной власти.n.1
16335,домашний кинотеатр.n.1,видеотехника.n.1
16336,домашний кинотеатр.n.1,бытовая электроника.n.1
16337,домашний кинотеатр.n.1,звукотехника.n.1
16338,сусальный металл.n.1,лист.n.1
16339,сусальный металл.n.1,металлическое изделие.n.1
16340,намолот зерна.n.1,сельскохозяйственный показатель.n.1
16341,свердловчане.n.1,население.n.1
16342,свердловчане.n.1,житель города.n.1
16343,демонизация.n.1,преувеличить.n.1
16344,приторный аромат.n.1,аромат.n.1
16345,государственный представитель в органе управления.n.1,официальный представитель.n.1
16346,хокку.n.1,поэзия.n.1
16347,видеонаблюдение.n.1,наблюдать.n.1
16348,вегето-сосудистая дистония.n.1,сердечно-сосудистые заболевания.n.1
16349,веротерпимый.n.1,терпимость к людям.n.1
16350,преобразователь тока.n.1,преобразователь.n.1
16351,преобразователь тока.n.1,электротехническое оборудование.n.1
16352,попугай-неразлучник.n.1,попугай.n.1
16353,эшелонировать.n.1,рассредоточить.n.1
16354,эшелонировать.n.1,дислокация войск.n.1
16355,легкоатлетическое семиборье.n.1,легкая атлетика.n.1
16356,радиоведущий.n.1,ведущий передачи.n.1
16357,радиоведущий.n.1,работник радио.n.1
16358,притереться.n.1,присоединиться.n.1
16359,миграция животных.n.1,движение.n.1
16360,миграция птиц.n.1,миграция животных.n.1
16361,дешифратор.n.1,шифровальная техника.n.1
16362,счет на оплату.n.1,первичный документ бухгалтерского учета.n.1
16363,руководитель парламента.n.1,руководитель.n.1
16364,жилая комната.n.1,комната.n.1
16365,жилая комната.n.1,жилое помещение.n.1
16366,попкорн.n.1,продукты питания.n.1
16367,геномика.n.1,биология.n.1
16368,гипоксия.n.1,недостаток.n.2
16369,гипоксия.n.1,физиологический процесс.n.1
16370,спортсмен-одиночник.n.1,спортсмен.n.1
16371,полифоническое звучание.n.1,мелодия.n.1
16372,плавник.n.1,обломок.n.1
16373,система автоматического управления.n.1,автоматическая система.n.1
16374,жилищно-строительная организация.n.1,строительная организация.n.1
16375,драгоценные металлы и камни.n.1,сокровища.n.1
16376,педагогический совет.n.1,совет.n.3
16377,нудист.n.1,последователь.n.1
16378,исключительное право.n.1,преимущество.n.2
16379,корье.n.1,второстепенные лесные ресурсы.n.1
16380,корье.n.1,древесная кора.n.1
16381,соискание ученой степени.n.1,соискание.n.1
16382,русофоб.n.1,ненавистник.n.1
16383,остойчивость.n.1,мореходные качества.n.1
16384,программа-минимум.n.1,план деятельности.n.1
16385,нереальный.n.1,состояние.n.1
16386,изоляционная лента.n.1,лента.n.1
16387,изоляционная лента.n.1,изоляционные материалы.n.1
16388,художник-прикладник.n.1,художник.n.1
16389,ученый-прикладник.n.1,научный работник.n.1
16390,суздальцы.n.1,житель города.n.1
16391,корректурный оттиск.n.1,оттиск статьи.n.1
16392,отступничество.n.1,отказаться.n.1
16393,отступничество.n.1,отказаться от продолжения.n.1
16394,полушерстяная ткань.n.1,текстильная ткань.n.1
16395,первичный учетный документ.n.1,учетная документация.n.1
16396,первичный учет.n.1,учет.n.1
16397,харьковчане.n.1,житель города.n.1
16398,атриум.n.1,зал для собраний.n.1
16399,приступ чувства.n.1,проявление чувств.n.1
16400,колымчане.n.1,население.n.1
16401,народное творчество.n.1,творческая деятельность.n.1
16402,народное творчество.n.1,искусство.n.1
16403,науковедение.n.1,наука.n.1
16404,эритрейцы.n.1,население государства.n.1
16405,гигабайт.n.1,единица измерения информации.n.1
16406,реальный ущерб.n.1,потеря.n.1
16407,мостостроитель.n.1,строитель.n.1
16408,парковщик.n.1,работник.n.1
16409,парк.n.2,зона отдыха.n.1
16410,вневойсковая подготовка.n.1,военная подготовка.n.1
16411,блюзмен.n.1,джазист.n.1
16412,блюзмен.n.1,музыкант.n.1
16413,пирсинг.n.1,украсить.n.1
16414,пирсинг.n.1,проткнуть отверстие.n.1
16415,полиметаллические руды.n.1,руда цветных металлов.n.1
16416,денежный капитал.n.1,капитал.n.1
16417,денежный капитал.n.1,деньги.n.1
16418,межцерковные отношения.n.1,отношения между людьми.n.1
16419,литотрипсия.n.1,хирургическая операция.n.1
16420,вынести решение.n.1,решить.n.2
16421,вынести решение.n.1,объявить.n.1
16422,изделия из кости.n.1,изделие.n.1
16423,поколение семьи.n.1,группа людей.n.1
16424,пектин.n.1,углеводы.n.1
16425,подпись.n.1,надпись.n.1
16426,подпись.n.1,приписка к тексту.n.1
16427,блистерная упаковка.n.1,прозрачная упаковка.n.1
16428,флебит.n.1,воспаление.n.1
16429,тромбоэмболия.n.1,тромбоз.n.1
16430,тромбоэмболия.n.1,эмболия.n.1
16431,заглушка.n.1,затычка.n.1
16432,варрант на акции.n.1,свидетельство.n.1
16433,варрант на акции.n.1,производный финансовый инструмент.n.1
16434,антимонопольный орган.n.1,надзорный орган.n.1
16435,дерегуляция экономики.n.1,отменить.n.1
16436,дерегуляция экономики.n.1,либерализация экономики.n.1
16437,дерегуляция экономики.n.1,экономическая политика.n.1
16438,пересеять.n.1,повторить.n.2
16439,пересеять.n.1,посадка семян.n.1
16440,голый.n.1,голый.n.2
16441,голый.n.1,раздетый.n.1
16442,противолодочная оборона.n.1,оборонительные действия.n.1
16443,пожарная вышка.n.1,вышка.n.1
16444,пожарная вышка.n.1,противопожарное сооружение.n.1
16445,старославянский язык.n.1,славянские языки.n.1
16446,трихинеллез.n.1,гельминтоз.n.1
16447,контейнеровоз.n.1,транспортное средство.n.1
16448,кубокилометр.n.1,единица объема.n.1
16449,стихотворная строка.n.1,строка.n.1
16450,парк транспортных средств.n.1,парк технических средств.n.1
16451,неправосудное решение.n.1,судебное решение.n.1
16452,неправосудное решение.n.1,преступление против правосудия.n.1
16453,процессинг платежей.n.1,обрабатывать.n.1
16454,кегль шрифта.n.1,высота.n.3
16455,производство муки.n.1,молоть в порошок.n.1
16456,производство муки.n.1,производство пищевых продуктов.n.1
16457,заключение договора.n.1,достичь.n.1
16458,заключение договора.n.1,договориться.n.1
16459,сладкоежка.n.1,любитель.n.1
16460,исламоведение.n.1,религиоведение.n.1
16461,исламоведение.n.1,востоковедение.n.1
16462,исламовед.n.1,востоковед.n.1
16463,исламовед.n.1,религиовед.n.1
16464,антиглобализм.n.1,общественное движение.n.1
16465,антиглобалист.n.1,участник.n.1
16466,церковный брак.n.1,супружество.n.1
16467,бракованная продукция.n.1,промышленная продукция.n.1
16468,выживание видов.n.1,сохраниться.n.1
16469,музыкальный инструмент.n.1,приспособление.n.1
16470,отопление.n.1,обогрев помещения.n.1
16471,отопление.n.1,климат-контроль.n.1
16472,отопление.n.1,теплоснабжение.n.1
16473,город словении.n.1,город.n.1
16474,эпигонство.n.1,подражать.n.1
16475,эпигонство.n.1,следовать.n.1
16476,эмфизема.n.1,опухоль.n.1
16477,условие договора.n.1,требование.n.3
16478,условие договора.n.1,положение статьи.n.1
16479,фотокадр.n.1,кадр пленки.n.1
16480,неблагозвучный.n.1,неприятный.n.1
16481,неблагозвучный.n.1,несоответствие.n.1
16482,уничтожение сорняков.n.1,уничтожить.n.1
16483,уничтожение сорняков.n.1,сельскохозяйственные работы.n.1
16484,химическое уничтожение сорняков.n.1,уничтожение сорняков.n.1
16485,химическое уничтожение сорняков.n.1,агрохимические работы.n.1
16486,славянское капище.n.1,культовое сооружение.n.1
16487,родить.n.1,вызвать.n.2
16488,удлиниться по времени.n.1,увеличиться.n.1
16489,географическая экология.n.1,экологическая наука.n.1
16490,гидравлический усилитель.n.1,усилитель.n.1
16491,гидравлический усилитель.n.1,гидравлический привод.n.1
16492,гидравлический усилитель.n.1,гидравлическое оборудование.n.1
16493,маккартизм.n.1,антикоммунизм.n.1
16494,нехудожественная литература.n.1,литература.n.1
16495,семейная династия.n.1,род.n.2
16496,раскатистый.n.1,гулкий по звуку.n.1
16497,иконоборчество.n.1,религиозное движение.n.1
16498,торговый центр.n.1,магазин.n.1
16499,металлическая труба.n.1,труба.n.2
16500,металлическая труба.n.1,металлическое изделие.n.1
16501,листопрокатное производство.n.1,прокатное производство.n.1
16502,ласковое обращение.n.1,обращение.n.1
16503,голубка.n.1,обращение к женщине.n.1
16504,голубка.n.1,ласковое обращение.n.1
16505,воздуховод.n.1,канал.n.1
16506,разведывательное подразделение.n.1,спецподразделение.n.1
16507,огнезащитные работы.n.1,обрабатывать.n.1
16508,огнезащитные работы.n.1,работы.n.1
16509,огнезащитные работы.n.1,защита от воздействия.n.1
16510,литургика.n.1,богословие.n.1
16511,оккультист.n.1,последователь.n.1
16512,горящая путевка.n.1,путевки на отдых и лечение.n.1
16513,железнодорожное оборудование.n.1,оборудование.n.1
16514,путевые работы.n.1,ремонт и обслуживание.n.1
16515,каша-размазня.n.1,каша.n.1
16516,номер полулюкс.n.1,гостиничный номер.n.1
16517,пруссы.n.1,племя.n.1
16518,высокочастотное устройство.n.1,электронное оборудование.n.1
16519,софтбол.n.1,спортивная игра.n.1
16520,женоненавистник.n.1,ненавистник.n.1
16521,женоненавистник.n.1,взрослый мужчина.n.1
16522,сутяжничество.n.1,пристрастие.n.1
16523,сутяжник.n.1,любитель.n.1
16524,сутяжник.n.1,истец.n.1
16525,регистрация брака.n.1,регистрация.n.1
16526,трасса пули.n.1,линия.n.1
16527,трасса пули.n.1,след.n.1
16528,авиационный узел.n.1,транспортный узел.n.1
16529,консервативное лечение.n.1,терапия.n.1
16530,консервативное лечение.n.1,метод лечения.n.1
16531,детсадовец.n.1,дошкольник.n.1
16532,коммунистическое учение.n.1,учение.n.1
16533,коммунистическое учение.n.1,политическое течение.n.1
16534,электромагнитный сигнал.n.1,электромагнитные волны.n.1
16535,радиосигнал.n.1,радиоволна.n.1
16536,радиосигнал.n.1,электромагнитный сигнал.n.1
16537,питбультерьер.n.1,терьер.n.1
16538,питбультерьер.n.1,бойцовская порода собак.n.1
16539,платформа.n.1,площадка.n.1
16540,платформа.n.1,возвышение.n.1
16541,соучредительство.n.1,учредить.n.2
16542,соучредительство.n.1,совместная деятельность.n.1
16543,соучредитель.n.1,учредитель.n.1
16544,видеосигнал.n.1,электромагнитный сигнал.n.1
16545,коптильная установка.n.1,оборудование для пищевой промышленности.n.1
16546,ставить перед собой цель.n.1,назначить.n.1
16547,ставить перед собой цель.n.1,ставить цель.n.1
