,Synset,Hypernym
18271,whodunit.n.02,relato.n.02
18272,simbolista.n.02,intérprete.n.01
18273,complejo.n.01,todo.n.01
18274,complejo.n.01,totalidad.n.01
18275,conjunto.n.01,todo.n.01
18276,conjunto.n.01,totalidad.n.01
18277,monsenor.n.01,capellán.n.01
18278,monsenor.n.01,cura.n.01
18279,monsenor.n.01,sacerdote.n.01
18280,congreso.n.02,concurrencia.n.01
18281,congreso.n.02,concurrentes.n.01
18282,congreso.n.02,reunión.n.01
18283,congreso.n.02,reunión_grupal.n.01
18284,anaranjada.n.01,jugo_Ade.n.01
18285,anaranjada.n.01,refresco_de_fruta.n.01
18286,carrera_de_hidroavión.n.01,regata.n.01
18287,pueblo_fantasma.n.01,población.n.01
18288,pueblo_fantasma.n.01,pueblo.n.01
18289,pueblo_fantasma.n.01,villa.n.01
18290,abedul.n.02,árbol.n.01
18291,betula.n.02,árbol.n.01
18292,indicio.n.02,evidencia.n.02
18293,pista.n.02,evidencia.n.02
18294,evocación.n.01,imagen.n.02
18295,evocación.n.01,representación.n.02
18296,pirofosfato.n.01,sal.n.01
18297,magnitud.n.01,propiedad.n.02
18298,fase.n.01,etapa.n.01
18299,fase.n.01,periodo.n.01
18300,fase.n.01,período.n.01
18301,penetración.n.01,asalto.n.01
18302,penetración.n.01,ataque.n.01
18303,pasado.n.01,tiempo.n.05
18304,término.n.04,cantidad.n.03
18305,conjugación.n.04,categoría.n.01
18306,conjugación.n.04,clase.n.01
18307,conjugación.n.04,familia.n.01
18308,shire.n.01,distrito_administrativo.n.01
18309,shire.n.01,división_administrativa.n.01
18310,shire.n.01,división_territorial.n.01
18311,Anniellidae.n.01,reptiles.n.01
18312,familia_Anniellidae.n.01,reptiles.n.01
18313,disolución.n.05,conclusión.n.05
18314,disolución.n.05,finalización.n.05
18315,disolución.n.05,terminación.n.05
18316,separación.n.05,conclusión.n.05
18317,separación.n.05,finalización.n.05
18318,separación.n.05,terminación.n.05
18319,dominio.n.03,autoridad.n.01
18320,dominio.n.03,autorización.n.01
18321,dominio.n.03,dominación.n.01
18322,dominio.n.03,dominio.n.01
18323,condena_por_robo.n.01,condena.n.02
18324,contravención.n.02,resistencia.n.11
18325,disputa.n.02,resistencia.n.11
18326,laberinto.n.01,objeto_natural.n.01
18327,impotencia.n.01,calidad.n.01
18328,impotencia.n.01,cualidad.n.01
18329,armadura.n.01,protección.n.01
18330,gavia_mayor.n.01,vela.n.01
18331,Parula.n.01,aves.n.01
18332,género_Parula.n.01,aves.n.01
18333,dipsómano.n.01,alcohólico.n.01
18334,dipsómano.n.01,borracho.n.01
18335,dipsómano.n.01,ebrio.n.01
18336,sal_sazonada.n.01,condimento.n.01
18337,refinería.n.01,factoría.n.01
18338,refinería.n.01,fábrica.n.01
18339,refinería.n.01,planta.n.01
18340,alborozo.n.01,festejo.n.01
18341,alborozo.n.01,festividad.n.01
18342,alborozo.n.01,regocijo.n.01
18343,jolgorio.n.01,festejo.n.01
18344,jolgorio.n.01,festividad.n.01
18345,jolgorio.n.01,regocijo.n.01
18346,juerga.n.01,festejo.n.01
18347,juerga.n.01,festividad.n.01
18348,juerga.n.01,regocijo.n.01
18349,esquina.n.01,área.n.01
18350,rincón.n.01,área.n.01
18351,magnitud.n.02,proporción.n.01
18352,magnitud.n.02,razón.n.01
18353,magnitud.n.02,razón_aritmética.n.01
18354,magnitud.n.02,relación.n.01
18355,magnitud.n.02,índice.n.01
18356,operación_dicotómica.n.01,operación.n.04
18357,factoide.n.01,información.n.01
18358,iluminación.n.10,idea.n.03
18359,iluminación.n.10,intuición.n.03
18360,luz.n.10,idea.n.03
18361,luz.n.10,intuición.n.03
18362,disparo_a_escondidas.n.02,disparo.n.01
18363,comisión.n.01,organización.n.01
18364,comité.n.01,organización.n.01
18365,delegación.n.01,organización.n.01
18366,diputación.n.01,organización.n.01
18367,encomienda.n.01,organización.n.01
18368,ovogénesis.n.01,gametogénesis.n.01
18369,acta_notarial.n.01,documento_judicial.n.01
18370,acta_notarial.n.01,documento_jurídico.n.01
18371,acta_notarial.n.01,documento_legal.n.01
18372,acta_notarial.n.01,documento_oficial.n.01
18373,acta_notarial.n.01,testimonio.n.01
18374,en_perspectiva.n.01,futuro.n.01
18375,en_perspectiva.n.01,porvenir.n.01
18376,piel_de_chinchilla.n.01,piel.n.01
18377,error_garrafal.n.03,blooper.n.01
18378,error_garrafal.n.03,cagada.n.01
18379,error_garrafal.n.03,cante.n.01
18380,error_garrafal.n.03,caída.n.01
18381,error_garrafal.n.03,chapucería.n.01
18382,error_garrafal.n.03,disparate.n.01
18383,error_garrafal.n.03,embrollo.n.01
18384,error_garrafal.n.03,equivocación.n.01
18385,error_garrafal.n.03,estropeo.n.01
18386,error_garrafal.n.03,metedura_de_pata.n.01
18387,error_garrafal.n.03,patochada.n.01
18388,error_garrafal.n.03,plancha.n.01
18389,extensión.n.03,espacio.n.02
18390,altavoz.n.01,altavoz.n.01
18391,adenomiosis.n.01,patología.n.02
18392,contrato_de_aprendizaje.n.03,contrato.n.01
18393,distinción.n.01,separación.n.01
18394,isocianato.n.01,sal.n.01
18395,tarjeta.n.03,correspondencia.n.01
18396,quiropráctica.n.01,tratamiento.n.01
18397,barca.n.01,barco.n.01
18398,barca.n.01,bote.n.01
18399,barca.n.01,embarcación.n.01
18400,bote.n.01,barco.n.01
18401,bote.n.01,bote.n.01
18402,bote.n.01,embarcación.n.01
18403,agujero.n.01,abertura.n.01
18404,agujero.n.01,apertura.n.01
18405,agujero.n.01,claro.n.01
18406,cavidad.n.01,abertura.n.01
18407,cavidad.n.01,apertura.n.01
18408,cavidad.n.01,claro.n.01
18409,hueco.n.01,abertura.n.01
18410,hueco.n.01,apertura.n.01
18411,hueco.n.01,claro.n.01
18412,relieve_terrestre.n.01,parcela.n.01
18413,relieve_terrestre.n.01,terreno.n.01
18414,terreno.n.01,parcela.n.01
18415,terreno.n.01,terreno.n.01
18416,territorio.n.01,parcela.n.01
18417,territorio.n.01,terreno.n.01
18418,agente_artístico.n.01,agente.n.02
18419,jubilación.n.01,distinción.n.01
18420,jubilación.n.01,lugar.n.01
18421,jubilación.n.01,posición.n.01
18422,jubilación.n.01,prestigio.n.01
18423,liga_de_hockey.n.01,liga.n.01
18424,sexo_oral.n.01,perversión.n.02
18425,crujido.n.01,ruido.n.01
18426,admiración.n.01,admiración.n.01
18427,admiración.n.01,asombro.n.01
18428,admiración.n.01,sorpresa.n.01
18429,asombro.n.01,admiración.n.01
18430,asombro.n.01,asombro.n.01
18431,asombro.n.01,sorpresa.n.01
18432,entusiasmo.n.01,admiración.n.01
18433,entusiasmo.n.01,asombro.n.01
18434,entusiasmo.n.01,sorpresa.n.01
18435,maravilla.n.01,admiración.n.01
18436,maravilla.n.01,asombro.n.01
18437,maravilla.n.01,sorpresa.n.01
18438,derecho_mercantil.n.01,jurisprudencia.n.01
18439,derecho_mercantil.n.01,ley.n.01
18440,pasajero.n.01,viajero.n.01
18441,episodio.n.02,apartado.n.01
18442,episodio.n.02,sección.n.01
18443,arraigo.n.01,crecimiento.n.01
18444,arraigo.n.01,desarrollo.n.01
18445,arraigo.n.01,maduración.n.01
18446,clase_lycopodíneas.n.01,clase.n.07
18447,licopodíneas.n.01,clase.n.07
18448,lycopodíneas.n.01,clase.n.07
18449,melodramático.n.07,blandenguería.n.02
18450,melodramático.n.07,cursilería.n.02
18451,melodramático.n.07,sensiblería.n.02
18452,melodramático.n.07,sentimentalismo.n.02
18453,melodramático.n.07,superficialidad.n.02
18454,melodramático.n.07,susceptibilidad.n.02
18455,existencia.n.01,estado.n.02
18456,aerodeslizador.n.01,nave.n.02
18457,característica.n.02,calidad.n.01
18458,característica.n.02,cualidad.n.01
18459,refrigeración.n.02,mecanismo.n.05
18460,sistema_de_refrigeración.n.02,mecanismo.n.05
18461,Gracula.n.01,aves.n.01
18462,género_Gracula.n.01,aves.n.01
18463,lector.n.01,profesor.n.01
18464,bombón.n.01,caramelo.n.01
18465,bombón.n.01,golosina.n.01
18466,caramelo.n.01,caramelo.n.01
18467,caramelo.n.01,golosina.n.01
18468,Cathartes.n.01,aves.n.01
18469,género_Cathartes.n.01,aves.n.01
18470,operación_monádica.n.01,operación.n.04
18471,operación_unaria.n.01,operación.n.04
18472,Phthiriidae.n.01,artrópodos.n.01
18473,familia_Phthiriidae.n.01,artrópodos.n.01
18474,conferencia.n.01,llamada.n.01
18475,conferencia.n.01,llamada_de_teléfono.n.01
18476,conferencia.n.01,llamada_telefónica.n.01
18477,slivovitz.n.01,Brandy.n.01
18478,slivovitz.n.01,brandy.n.01
18479,arboreto.n.01,instalación.n.01
18480,arboreto.n.01,servicio.n.01
18481,confederación.n.02,coalicion.n.07
18482,confederación.n.02,unión.n.07
18483,federación.n.02,coalicion.n.07
18484,federación.n.02,unión.n.07
18485,aepyornis.n.01,ratitae.n.01
18486,condicionamiento_adverso.n.01,condicionamiento.n.01
18487,asco.n.01,desagrado.n.02
18488,unidad_monetaria_armenia.n.01,unidad_monetaria.n.01
18489,potencial.n.01,posibilidad.n.02
18490,oveja.n.03,ardia.n.01
18491,oveja.n.03,oveja.n.01
18492,sensibilidad.n.03,vitalidad.n.01
18493,volcán.n.02,montaña.n.01
18494,volcán.n.02,monte.n.01
18495,género_Physa.n.01,moluscos.n.01
18496,sucesor.n.03,descendencia.n.01
18497,sucesor.n.03,vástago.n.01
18498,canino.n.01,diente.n.01
18499,industria_maderera.n.01,trabajo.n.01
18500,Plecoptera.n.01,animales.n.01
18501,orden_Plecoptera.n.01,animales.n.01
18502,cera_ghedda.n.01,cera.n.01
18503,columnista.n.01,periodista.n.01
18504,editorialista.n.01,periodista.n.01
18505,profesión.n.01,ocupación.n.01
18506,vocación.n.01,ocupación.n.01
18507,costocondritis.n.01,inflamación.n.01
18508,síndrome_de_Tietze.n.01,inflamación.n.01
18509,intento.n.04,ocasión.n.01
18510,intento.n.04,oportunidad.n.01
18511,ante.n.01,cuero.n.01
18512,ante.n.01,piel.n.01
18513,guardia.n.01,personal.n.04
18514,guardia.n.01,plantilla.n.04
18515,policía.n.01,personal.n.04
18516,policía.n.01,plantilla.n.04
18517,acicate.n.02,aliento.n.01
18518,acicate.n.02,coraje.n.01
18519,acicate.n.02,ánimo.n.01
18520,aguijoneo.n.02,aliento.n.01
18521,aguijoneo.n.02,coraje.n.01
18522,aguijoneo.n.02,ánimo.n.01
18523,empujón.n.02,aliento.n.01
18524,empujón.n.02,coraje.n.01
18525,empujón.n.02,ánimo.n.01
18526,estímulo.n.02,aliento.n.01
18527,estímulo.n.02,coraje.n.01
18528,estímulo.n.02,ánimo.n.01
18529,exhorto.n.02,aliento.n.01
18530,exhorto.n.02,coraje.n.01
18531,exhorto.n.02,ánimo.n.01
18532,incitación.n.02,aliento.n.01
18533,incitación.n.02,coraje.n.01
18534,incitación.n.02,ánimo.n.01
18535,género_Teredo.n.01,moluscos.n.01
18536,oxímoron.n.01,imagen.n.01
18537,autoridad.n.01,dominación.n.02
18538,autoridad.n.01,dominio.n.02
18539,autoridad.n.01,sometimiento.n.02
18540,autoridad.n.01,sumisión.n.02
18541,dominio.n.01,dominación.n.02
18542,dominio.n.01,dominio.n.02
18543,dominio.n.01,sometimiento.n.02
18544,dominio.n.01,sumisión.n.02
18545,onda.n.02,orientación.n.02
18546,anomalía.n.03,lugar.n.01
18547,anomalía.n.03,puesto.n.01
18548,anomalía.n.03,sitio.n.01
18549,obligación_garantizada.n.01,bono.n.02
18550,obligación_garantizada.n.01,obligación.n.02
18551,unidad_monetaria_noruega.n.01,unidad_monetaria.n.01
18552,aniversario.n.02,fecha.n.01
18553,cumpleaños.n.02,fecha.n.01
18554,defensa.n.09,organización.n.01
18555,guardia.n.09,organización.n.01
18556,dietista.n.01,especialista.n.01
18557,escalón.n.04,apoyo.n.10
18558,escalón.n.04,soporte.n.10
18559,conferencia.n.01,concurrencia.n.01
18560,conferencia.n.01,concurrentes.n.01
18561,conferencia.n.01,reunión.n.01
18562,conferencia.n.01,reunión_grupal.n.01
18563,señal.n.06,base.n.01
18564,señal.n.06,evidencia.n.01
18565,señal.n.06,fundamento.n.01
18566,signo.n.06,base.n.01
18567,signo.n.06,evidencia.n.01
18568,signo.n.06,fundamento.n.01
18569,síntoma.n.06,base.n.01
18570,síntoma.n.06,evidencia.n.01
18571,síntoma.n.06,fundamento.n.01
18572,salón_de_juegos.n.01,aposento.n.01
18573,salón_de_juegos.n.01,cuarto.n.01
18574,salón_de_juegos.n.01,habitación.n.01
18575,salón_de_juegos.n.01,sala.n.01
18576,nivel.n.05,indicador.n.03
18577,spiculum.n.01,proceso.n.05
18578,fayenza.n.01,olla_de_barro.n.01
18579,comandante.n.01,oficial.n.01
18580,comandante.n.01,oficial_militar.n.01
18581,comandante.n.01,oficial_militar_comisionado.n.01
18582,desmoralización.n.03,depresión.n.04
18583,cuasicontrato.n.01,contrato.n.01
18584,verbo_auxiliar.n.01,verbo.n.01
18585,Sciuridae.n.01,mamíferos.n.01
18586,familia_Sciuridae.n.01,mamíferos.n.01
18587,consejo.n.06,contenido.n.02
18588,consejo.n.06,mensaje.n.02
18589,guía.n.06,contenido.n.02
18590,guía.n.06,mensaje.n.02
18591,instrucción.n.06,contenido.n.02
18592,instrucción.n.06,mensaje.n.02
18593,orientación.n.06,contenido.n.02
18594,orientación.n.06,mensaje.n.02
18595,fuerza.n.01,resistencia.n.01
18596,fuerza.n.01,resistencia_física.n.01
18597,resistencia.n.01,resistencia.n.01
18598,resistencia.n.01,resistencia_física.n.01
18599,llamada_de_seguimiento.n.01,instancia.n.02
18600,llamada_de_seguimiento.n.01,petición.n.02
18601,llamado_de_retiro.n.01,instancia.n.02
18602,llamado_de_retiro.n.01,petición.n.02
18603,retiro.n.01,instancia.n.02
18604,retiro.n.01,petición.n.02
18605,descortesía.n.02,actitud.n.01
18606,descortesía.n.02,disposición.n.01
18607,descortesía.n.02,postura.n.01
18608,falta_de_respeto.n.02,actitud.n.01
18609,falta_de_respeto.n.02,disposición.n.01
18610,falta_de_respeto.n.02,postura.n.01
18611,vena_capilar.n.01,vena.n.01
18612,vénula.n.01,vena.n.01
18613,día.n.01,etapa.n.01
18614,día.n.01,periodo.n.01
18615,día.n.01,período.n.01
18616,kurta.n.01,camisa.n.01
18617,depresión.n.01,impresión.n.08
18618,depresión.n.01,marca.n.08
18619,relaxina.n.01,hormona.n.01
18620,familia.n.06,taxón.n.01
18621,rudimento.n.01,fundamento.n.01
18622,rudimento.n.01,principio_básico.n.01
18623,rudimento.n.01,principio_fundamental.n.01
18624,estigma.n.01,herida.n.01
18625,estigma.n.01,lesión.n.01
18626,atmósfera.n.05,gas.n.02
18627,ácido.n.01,compuesto.n.02
18628,ácido.n.01,compuesto_químico.n.02
18629,pase.n.06,permiso.n.01
18630,equilibrio.n.04,construcción.n.01
18631,equilibrio.n.04,estructura.n.01
18632,delta.n.03,carácter.n.02
18633,delta.n.03,letra.n.02
18634,fulgor.n.01,luminosidad.n.01
18635,resplandor.n.01,luminosidad.n.01
18636,Peter_Pan.n.01,hombre.n.01
18637,Peter_Pan.n.01,varón.n.01
18638,vela_mayor.n.01,vela.n.01
18639,gonadotrofina.n.01,hormona.n.01
18640,gonadotropina.n.01,hormona.n.01
18641,comedor.n.05,restaurante.n.01
18642,pandion_haliaetus.n.01,halcón.n.01
18643,tortícolis.n.01,anomalía.n.01
18644,tortícolis.n.01,anormalidad.n.01
18645,estratificación.n.04,configuración.n.01
18646,estratificación.n.04,conformación.n.01
18647,estratificación.n.04,contorno.n.01
18648,estratificación.n.04,forma.n.01
18649,baile.n.01,diversión.n.01
18650,baile.n.01,entretenimiento.n.01
18651,baile.n.01,recreación.n.01
18652,danza.n.01,diversión.n.01
18653,danza.n.01,entretenimiento.n.01
18654,danza.n.01,recreación.n.01
18655,sucesor.n.01,igual.n.01
18656,sucesor.n.01,par.n.01
18657,transporte_público.n.01,medio.n.03
18658,transporte_público.n.01,medio_de_transporte.n.03
18659,transporte_público.n.01,transporte.n.03
18660,arco.n.05,curva.n.01
18661,cantón_de_Suiza.n.01,cantón.n.02
18662,capparis_spinosa.n.01,arbusto.n.01
18663,capparis_spinosa.n.01,mata.n.01
18664,saber.n.01,juicio.n.02
18665,saber.n.01,sabiduría.n.02
18666,sabiduría.n.01,juicio.n.02
18667,sabiduría.n.01,sabiduría.n.02
18668,sapiencia.n.01,juicio.n.02
18669,sapiencia.n.01,sabiduría.n.02
18670,belonidae.n.01,pez_teleósteo.n.01
18671,belonidae.n.01,teleostei.n.01
18672,belonidae.n.01,teleósteo.n.01
18673,platero.n.01,fabricante_de_joyas.n.01
18674,platero.n.01,joyero.n.01
18675,grisín.n.01,pan.n.01
18676,la_verdad.n.02,realidad.n.01
18677,verdad.n.02,realidad.n.01
18678,Hexagrammidae.n.01,peces.n.01
18679,familia_Hexagrammidae.n.01,peces.n.01
18680,circunspección.n.02,criterio.n.01
18681,circunspección.n.02,juicio.n.01
18682,discreción.n.02,criterio.n.01
18683,discreción.n.02,juicio.n.01
18684,prudencia.n.02,criterio.n.01
18685,prudencia.n.02,juicio.n.01
18686,estadística.n.01,dato.n.01
18687,estadístico_muestral.n.01,dato.n.01
18688,consideración.n.01,meditación.n.01
18689,consideración.n.01,pensamiento.n.01
18690,consideración.n.01,reflexión.n.01
18691,reflexión.n.01,meditación.n.01
18692,reflexión.n.01,pensamiento.n.01
18693,reflexión.n.01,reflexión.n.01
18694,prudencia.n.02,discernimiento.n.05
18695,prudencia.n.02,discrección.n.05
18696,prudencia.n.02,discreción.n.05
18697,Y.n.02,carácter.n.02
18698,Y.n.02,letra.n.02
18699,promiscuidad.n.01,sexo.n.01
18700,sexo_con_cualquiera.n.01,sexo.n.01
18701,Tineola.n.01,artrópodos.n.01
18702,género_Tineola.n.01,artrópodos.n.01
18703,astillero.n.01,curro.n.01
18704,astillero.n.01,lugar_de_trabajo.n.01
18705,astillero.n.01,tajo.n.01
18706,astillero.n.01,trabajo.n.01
18707,excavador.n.01,trabajador.n.01
18708,paleador.n.01,trabajador.n.01
18709,Premio_Goncourt.n.01,distinción.n.02
18710,Premio_Goncourt.n.01,espaldarazo.n.02
18711,Premio_Goncourt.n.01,honor.n.02
18712,Premio_Goncourt.n.01,honores.n.02
18713,Premio_Goncourt.n.01,laurel.n.02
18714,Premio_Goncourt.n.01,laureles.n.02
18715,Premio_Goncourt.n.01,premio.n.02
18716,vena_bulbo-vestibular.n.01,vena.n.01
18717,lactobacillus.n.01,eubacteria.n.01
18718,alminar.n.01,torre.n.01
18719,minarete.n.01,torre.n.01
18720,Bucerotidae.n.01,aves.n.01
18721,familia_Bucerotidae.n.01,aves.n.01
18722,peso.n.01,peso.n.01
18723,Carphophis.n.01,reptiles.n.01
18724,género_Carphophis.n.01,reptiles.n.01
18725,Siphonophora.n.01,animales.n.01
18726,orden_Siphonophora.n.01,animales.n.01
18727,cadena.n.05,freno.n.06
18728,cadena.n.05,limitación.n.06
18729,cadena.n.05,restricción.n.06
18730,veinte.n.01,billete.n.03
18731,sierra_de_cinta.n.01,sierra.n.01
18732,oligarquía.n.01,forma_de_gobierno.n.01
18733,oligarquía.n.01,sistema_político.n.01
18734,perversión.n.02,sexo.n.01
18735,Alosa_Sapidissima.n.01,alosa.n.02
18736,sábalo_americano.n.01,alosa.n.02
18737,antropolatría.n.01,devoción.n.01
18738,veneración_del_hombre.n.01,devoción.n.01
18739,reclutador.n.02,funcionario.n.01
18740,matar_a_tiros.n.01,asesinato.n.01
18741,corsario.n.02,buque_de_guerra.n.01
18742,existencia.n.02,presencia.n.01
18743,regalo.n.01,dádiva.n.01
18744,regalo.n.01,obsequio.n.01
18745,regalo.n.01,presente.n.01
18746,regalo.n.01,regalo.n.01
18747,barrenero.n.01,obrero.n.01
18748,pegador.n.01,obrero.n.01
18749,género_mohria.n.01,helechos.n.01
18750,mohria.n.01,helechos.n.01
18751,arroz_chino.n.01,plato.n.02
18752,arroz_chino_frito.n.01,plato.n.02
18753,arroz_frito.n.01,plato.n.02
18754,protésico.n.01,experto.n.01
18755,ambigüedad.n.03,desfiguración.n.02
18756,ambigüedad.n.03,falsificación.n.02
18757,amenazador.n.01,ademán.n.01
18758,amenazador.n.01,gesto.n.01
18759,codazo.n.01,ademán.n.01
18760,codazo.n.01,gesto.n.01
18761,empuje.n.01,ademán.n.01
18762,empuje.n.01,gesto.n.01
18763,empujón.n.01,ademán.n.01
18764,empujón.n.01,gesto.n.01
18765,golpe.n.01,ademán.n.01
18766,golpe.n.01,gesto.n.01
18767,movimiento_brusco.n.01,ademán.n.01
18768,movimiento_brusco.n.01,gesto.n.01
18769,que_pincha.n.01,ademán.n.01
18770,que_pincha.n.01,gesto.n.01
18771,vía.n.04,ocasión.n.01
18772,vía.n.04,oportunidad.n.01
18773,concesión.n.06,licencia.n.04
18774,concesión.n.06,permiso.n.04
18775,Pollachius.n.01,peces.n.01
18776,género_Pollachius.n.01,peces.n.01
18777,sopa_juliana.n.02,sopa.n.01
18778,al.n.01,elemento_metálico.n.01
18779,al.n.01,metal.n.01
18780,aluminio.n.01,elemento_metálico.n.01
18781,aluminio.n.01,metal.n.01
18782,número_atómico_13.n.01,elemento_metálico.n.01
18783,número_atómico_13.n.01,metal.n.01
18784,monocotiledóneas.n.01,género.n.02
18785,pasión.n.01,drama.n.01
18786,oncólogo.n.01,especialista.n.02
18787,visión.n.02,demostración.n.05
18788,visión.n.02,despliegue.n.05
18789,visión.n.02,exposición.n.05
18790,visión.n.02,muestra.n.05
18791,lugar.n.01,función.n.03
18792,lugar.n.01,oficio.n.03
18793,lugar.n.01,papel.n.03
18794,posición.n.01,función.n.03
18795,posición.n.01,oficio.n.03
18796,posición.n.01,papel.n.03
18797,puesto.n.01,función.n.03
18798,puesto.n.01,oficio.n.03
18799,puesto.n.01,papel.n.03
18800,sitio.n.01,función.n.03
18801,sitio.n.01,oficio.n.03
18802,sitio.n.01,papel.n.03
18803,comic.n.01,revista.n.01
18804,Bombus.n.01,artrópodos.n.01
18805,género_Bombus.n.01,artrópodos.n.01
18806,gracias.n.02,asistencia.n.02
18807,gracias.n.02,ayuda.n.02
18808,puño.n.01,mano.n.01
18809,puño.n.01,palma.n.01
18810,puño.n.01,zarpa.n.01
18811,puño_cerrado.n.01,mano.n.01
18812,puño_cerrado.n.01,palma.n.01
18813,puño_cerrado.n.01,zarpa.n.01
18814,acercamiento.n.01,cooperación.n.01
18815,reconciliación.n.01,cooperación.n.01
18816,entrega.n.03,texto.n.01
18817,plazo.n.03,texto.n.01
18818,autorización.n.01,afirmación.n.01
18819,autorización.n.01,declaración.n.01
18820,autorización.n.01,manifestación.n.01
18821,declaración.n.01,afirmación.n.01
18822,declaración.n.01,declaración.n.01
18823,declaración.n.01,manifestación.n.01
18824,dictamen.n.01,afirmación.n.01
18825,dictamen.n.01,declaración.n.01
18826,dictamen.n.01,manifestación.n.01
18827,díctum.n.01,afirmación.n.01
18828,díctum.n.01,declaración.n.01
18829,díctum.n.01,manifestación.n.01
18830,pronunciamiento.n.01,afirmación.n.01
18831,pronunciamiento.n.01,declaración.n.01
18832,pronunciamiento.n.01,manifestación.n.01
18833,sentencia.n.01,afirmación.n.01
18834,sentencia.n.01,declaración.n.01
18835,sentencia.n.01,manifestación.n.01
18836,litoral.n.01,costa.n.01
18837,litoral.n.01,playa.n.01
18838,crepúsculo.n.11,descenso.n.01
18839,ocaso.n.11,descenso.n.01
18840,puesta.n.11,descenso.n.01
18841,jardinero.n.02,empleado.n.01
18842,jardinero.n.02,trabajador.n.01
18843,chop_suey.n.01,plato.n.02
18844,higiene_dental.n.01,atención.n.01
18845,higiene_dental.n.01,ayuda.n.01
18846,higiene_dental.n.01,cuidado.n.01
18847,higiene_dental.n.01,cuidados.n.01
18848,trago.n.04,bebida.n.01
18849,trago.n.04,copa.n.01
18850,reconocimiento.n.07,aceptación.n.01
18851,reconocimiento.n.07,crédito.n.01
18852,nadador_de_pecho.n.01,nadador.n.01
18853,escondrijos.n.01,detalle.n.01
18854,escondrijos.n.01,particularidad.n.01
18855,escondrijos.n.01,pormenor.n.01
18856,escondrijos.n.01,punto.n.01
18857,rincón_y_grieta.n.01,detalle.n.01
18858,rincón_y_grieta.n.01,particularidad.n.01
18859,rincón_y_grieta.n.01,pormenor.n.01
18860,rincón_y_grieta.n.01,punto.n.01
18861,preparado.n.01,mezcla.n.01
18862,Pseudechis.n.01,reptiles.n.01
18863,género_Pseudechis.n.01,reptiles.n.01
18864,decoración.n.01,adorno.n.01
18865,decoración.n.01,decoración.n.01
18866,culcita_dubia.n.01,helecho.n.01
18867,falso_helecho.n.01,helecho.n.01
18868,celosía.n.01,ventana.n.01
18869,ventana_de_celosía.n.01,ventana.n.01
18870,fotosfera.n.01,superficie.n.02
18871,araña_argiope.n.01,araneae.n.01
18872,araña_argiope.n.01,araña.n.01
18873,araña_tejedora_argiope.n.01,araneae.n.01
18874,araña_tejedora_argiope.n.01,araña.n.01
18875,tribunal.n.07,asiento.n.03
18876,Equus_Hemionus_Hemionus.n.01,equus_hemionus.n.02
18877,asno_salvaje_asiático.n.01,equus_hemionus.n.02
18878,hemión.n.01,equus_hemionus.n.02
18879,competitividad.n.01,agresividad.n.01
18880,lucha.n.01,agresividad.n.01
18881,fragmentación.n.03,almacenamiento.n.04
18882,pobreza.n.03,claridad.n.03
18883,guía.n.01,barra.n.03
18884,colapso.n.01,afección.n.01
18885,colapso.n.01,enfermedad.n.01
18886,colapso.n.01,patología.n.01
18887,jabberwocky.n.01,disparate.n.01
18888,jabberwocky.n.01,nonsense.n.01
18889,melancolía.n.01,depresión.n.01
18890,doble_sentido.n.01,ambigüedad.n.01
18891,bodega_de_carbón.n.01,barraca.n.01
18892,esclavo.n.02,siervo.n.01
18893,asamblea_legislativa.n.01,asamblea.n.04
18894,asamblea_legislativa.n.01,junta.n.04
18895,cuerpo_legislativo.n.01,asamblea.n.04
18896,cuerpo_legislativo.n.01,junta.n.04
18897,legislador.n.01,asamblea.n.04
18898,legislador.n.01,junta.n.04
18899,poder_legislativo.n.01,asamblea.n.04
18900,poder_legislativo.n.01,junta.n.04
18901,órgano_legislador.n.01,asamblea.n.04
18902,órgano_legislador.n.01,junta.n.04
18903,paliza.n.01,derrota.n.01
18904,Orthotomus.n.01,aves.n.01
18905,género_Orthotomus.n.01,aves.n.01
18906,premier.n.01,jefe_de_estado.n.01
18907,primer_ministro.n.01,jefe_de_estado.n.01
18908,género_oligoporus.n.01,hongos.n.01
18909,oligoporus.n.01,hongos.n.01
18910,suelo.n.02,piso.n.01
18911,suelo.n.02,suelo.n.01
18912,Blattidae.n.01,artrópodos.n.01
18913,familia_Blattidae.n.01,artrópodos.n.01
18914,recuperador.n.01,recuperador.n.02
18915,recuperador.n.01,rescatador.n.02
18916,recuperador.n.01,salvador.n.02
18917,salvador.n.01,recuperador.n.02
18918,salvador.n.01,rescatador.n.02
18919,salvador.n.01,salvador.n.02
18920,loco.n.01,enfermo.n.01
18921,flagelo.n.01,látigo.n.01
18922,Balanidae.n.01,artrópodos.n.01
18923,familia_Balanidae.n.01,artrópodos.n.01
18924,cesura.n.01,pausa.n.01
18925,cesura.n.01,suspensión.n.01
18926,aliyá.n.02,inmigración.n.01
18927,aliá.n.02,inmigración.n.01
18928,trampa_para_ratones.n.01,trampa.n.01
18929,cuarteto.n.05,composición.n.01
18930,cuarteto.n.05,obra.n.01
18931,cuarteto.n.05,pieza.n.01
18932,Buceros.n.01,aves.n.01
18933,género_Buceros.n.01,aves.n.01
18934,preferencia.n.03,alternativa.n.02
18935,preferencia.n.03,elección.n.02
18936,preferencia.n.03,opción.n.02
18937,regular.n.02,soldado.n.01
18938,confirmación.n.05,sacramento.n.01
